Shipment_ID,Weight_kg,Volume_m3,Pickup_Latitude,Pickup_Longitude,Delivery_Latitude,Delivery_Longitude,Delivery_Priority,Vehicle_Capacity_kg,Vehicle_Capacity_m3,Fuel_Cost_per_km,Vehicle_Type,Distance_km,Estimated_Travel_Time_h,Route_Type,Fuel_Cost_per_km,Fixed_Cost_per_Shipment,Variable_Cost_per_km,Delivery_Deadline,Special_Requirements,Urgency_Level,Packaging_Type,Border_Crossing_Fee,Weather_Impact,Region
ID_4765,522,15.56,24.981375,69.17042,-51.894245,87.149843,Medium,2000,20,0.5,Medium Truck,824,9.36,Highway,0.5,101,0.79,2025-03-06 09:58:10,False,High,Fragile,0.0,Wind,Asia
ID_4766,2319,46.05,-10.232354,-106.936557,-28.434091,-29.82809,High,2000,20,0.5,Medium Truck,555,9.24,Urban,0.5,212,0.93,2025-03-08 19:50:09,False,High,Standard,0.0,Rain,Australia
ID_4767,870,2.33,44.172143,138.436362,-8.079184,97.489573,High,10000,80,1.5,Plane,309,5.26,Rural,1.5,169,0.28,2025-04-03 03:57:47,False,Low,Perishable,0.0,Wind,Europe
ID_4768,2894,37.56,-37.799112,-102.431375,-48.101645,111.618116,High,2000,20,0.5,Medium Truck,658,8.67,Mountainous,0.5,224,0.93,2025-03-29 14:42:29,False,Low,Fragile,0.0,Clear,Africa
ID_4769,549,14.08,-1.786611,-137.001639,-79.244602,134.147822,High,500,5,0.2,Small Van,673,7.51,Rural,0.2,296,0.38,2025-03-05 09:18:16,True,High,Fragile,0.0,Wind,North America
ID_4770,2495,23.45,-44.322321,-88.19244,-58.880424,115.418909,Low,20000,150,0.15,Ship,711,13.94,Mountainous,0.15,220,0.68,2025-03-09 10:08:00,True,Low,Fragile,0.0,Fog,Asia
ID_4771,906,22.5,7.63135,-90.298586,-49.910631,114.492696,Medium,20000,150,0.15,Ship,719,10.38,Rural,0.15,173,0.28,2025-03-14 14:03:30,False,High,Fragile,0.0,Fog,Asia
ID_4772,2909,38.99,-42.832183,59.816296,29.150992,72.562508,Low,2000,20,0.5,Medium Truck,380,6.85,Intercontinental,0.5,163,0.4,2025-04-03 21:25:07,True,Medium,Perishable,0.0,Wind,Australia
ID_4773,1959,41.73,-72.590028,5.440386,46.6526,168.512691,High,10000,80,1.5,Plane,644,13.52,Rural,1.5,160,0.6,2025-03-26 04:08:57,False,Low,Fragile,0.0,Fog,Africa
ID_4774,451,44.48,63.319031,78.377469,-22.298686,-129.325401,Low,5000,50,1.0,Large Truck,740,9.13,Intercontinental,1.0,87,0.5,2025-03-19 15:08:55,False,Low,Standard,0.0,Clear,South America
ID_4775,2702,14.51,-64.210311,-103.411687,-69.349933,-172.031225,Low,5000,50,1.0,Large Truck,620,8.6,Urban,1.0,208,0.89,2025-03-06 01:52:42,True,High,Fragile,0.0,Rain,South America
ID_4776,1383,49.85,-15.454936,172.56649,9.507146,31.500802,High,5000,50,1.0,Large Truck,358,4.8,Mountainous,1.0,178,0.68,2025-03-08 20:47:28,False,Low,Standard,0.0,Fog,Australia
ID_4777,338,47.58,50.53496,-13.841086,-5.087831,119.220817,High,10000,80,1.5,Plane,738,8.82,Intercontinental,1.5,237,0.91,2025-03-07 09:24:14,False,Low,Perishable,0.0,Rain,North America
ID_4778,1102,6.12,18.178452,12.330647,-39.326878,-178.416228,Low,500,5,0.2,Small Van,607,14.58,Rural,0.2,54,0.26,2025-02-25 00:26:51,True,Low,Standard,0.0,Clear,Asia
ID_4779,1832,28.44,27.531945,-92.23936,-22.201679,38.669676,High,500,5,0.2,Small Van,811,10.41,Intercontinental,0.2,135,0.28,2025-03-03 15:18:25,True,High,Fragile,0.0,Snow,North America
ID_4780,2305,17.46,-57.447603,138.770719,75.112758,-133.340164,Low,10000,80,1.5,Plane,146,2.0,Highway,1.5,68,0.83,2025-03-06 18:49:46,True,Low,Standard,0.0,Snow,South America
ID_4781,2775,35.2,89.644266,175.616658,11.094185,-28.710208,Low,20000,150,0.15,Ship,173,1.8,Urban,0.15,232,0.36,2025-04-04 04:33:44,False,Low,Standard,74.26,Fog,Europe
ID_4782,243,2.83,-86.533412,59.274197,78.042104,-107.125418,High,5000,50,1.0,Large Truck,66,0.98,Highway,1.0,272,0.83,2025-03-12 02:38:13,True,Low,Standard,0.0,Rain,North America
ID_4783,835,15.89,-81.673691,-139.742903,-71.625583,-64.839552,Low,2000,20,0.5,Medium Truck,423,4.7,Urban,0.5,203,0.62,2025-03-11 13:49:34,True,Medium,Fragile,0.0,Clear,Australia
ID_4784,2695,7.69,-2.912854,-179.560548,-69.416301,156.469736,Medium,20000,150,0.15,Ship,282,3.72,Rural,0.15,289,0.53,2025-03-30 12:21:18,False,Medium,Perishable,0.0,Fog,North America
ID_4785,357,29.27,55.853587,-130.529576,-36.115234,14.660203,High,2000,20,0.5,Medium Truck,712,14.72,Rural,0.5,80,0.79,2025-03-21 03:22:31,True,Medium,Perishable,0.0,Rain,Asia
ID_4786,541,43.62,-89.857829,59.328809,49.732999,149.086415,Low,20000,150,0.15,Ship,791,9.65,Rural,0.15,287,0.52,2025-02-28 06:22:35,True,High,Perishable,97.63,Rain,Africa
ID_4787,378,13.34,60.171268,-162.871332,-60.440661,167.042086,Low,2000,20,0.5,Medium Truck,485,8.69,Intercontinental,0.5,234,0.79,2025-03-09 02:29:15,False,High,Standard,0.0,Snow,Africa
ID_4788,1156,12.39,-43.383163,76.724508,4.987758,86.022195,Low,2000,20,0.5,Medium Truck,92,1.5,Urban,0.5,111,0.86,2025-03-26 11:33:43,True,Medium,Standard,0.0,Clear,North America
ID_4789,1055,31.52,36.530368,154.59692,-60.245492,-47.217973,High,2000,20,0.5,Medium Truck,734,7.71,Rural,0.5,124,0.43,2025-03-03 00:08:22,True,High,Fragile,0.0,Snow,South America
ID_4790,145,3.47,62.944079,-1.845816,-63.361758,145.505967,Low,20000,150,0.15,Ship,740,7.91,Urban,0.15,107,0.85,2025-03-26 07:45:23,True,Low,Standard,0.0,Clear,Asia
ID_4791,2601,21.79,-47.779684,142.719863,-22.671149,-26.564892,High,2000,20,0.5,Medium Truck,87,1.32,Urban,0.5,105,0.72,2025-03-09 13:39:23,True,High,Fragile,80.36,Clear,Asia
ID_4792,1663,11.83,43.242628,-17.309483,-47.933956,-46.062927,Low,10000,80,1.5,Plane,542,6.63,Rural,1.5,123,0.61,2025-03-09 02:28:50,False,Medium,Fragile,0.0,Fog,Asia
ID_4793,124,16.95,-15.861276,51.787805,49.779148,135.725468,Low,2000,20,0.5,Medium Truck,493,7.07,Mountainous,0.5,109,0.38,2025-03-05 21:26:49,False,Low,Perishable,0.0,Rain,South America
ID_4794,1306,35.17,-43.219457,18.207039,-4.815711,79.689769,Low,5000,50,1.0,Large Truck,578,8.27,Highway,1.0,171,0.94,2025-03-21 05:44:33,True,Medium,Perishable,0.0,Fog,South America
ID_4795,228,29.77,-19.895838,161.276461,41.09444,138.710138,High,20000,150,0.15,Ship,224,3.11,Mountainous,0.15,144,0.51,2025-03-29 21:12:52,True,High,Fragile,0.0,Snow,Asia
ID_4796,195,33.19,-77.052097,-11.850234,78.411476,12.915587,High,5000,50,1.0,Large Truck,435,5.44,Highway,1.0,205,0.92,2025-02-25 05:58:59,True,Medium,Perishable,0.0,Rain,North America
ID_4797,2793,27.58,-62.282955,99.751013,-23.077602,163.303148,High,20000,150,0.15,Ship,207,4.22,Mountainous,0.15,201,0.43,2025-03-24 07:37:19,False,High,Perishable,0.0,Fog,South America
ID_4798,1873,45.78,27.383719,172.05909,-6.056795,161.791647,Medium,500,5,0.2,Small Van,198,3.49,Highway,0.2,208,0.93,2025-03-25 14:48:25,False,High,Standard,44.32,Clear,Europe
ID_4799,2933,32.57,-41.049068,-13.685788,5.462849,37.903995,Medium,10000,80,1.5,Plane,816,14.59,Urban,1.5,108,0.65,2025-03-19 06:51:09,True,Low,Fragile,0.0,Clear,Asia
ID_4800,2246,41.43,-36.307526,144.613717,-84.276106,-27.59425,Low,20000,150,0.15,Ship,269,3.38,Rural,0.15,198,0.67,2025-04-04 02:11:32,False,High,Perishable,0.0,Clear,North America
ID_4801,2160,28.08,-34.142399,59.960588,53.053744,-132.446275,High,2000,20,0.5,Medium Truck,828,15.83,Intercontinental,0.5,207,0.91,2025-02-23 16:19:36,True,Medium,Standard,0.0,Rain,Australia
ID_4802,2518,40.82,58.382221,81.807358,45.412707,63.388779,Low,10000,80,1.5,Plane,773,8.28,Urban,1.5,271,0.77,2025-03-11 18:14:47,False,High,Fragile,0.0,Fog,Australia
ID_4803,144,17.9,29.080188,-161.901191,65.545728,-104.346525,Medium,500,5,0.2,Small Van,401,8.26,Intercontinental,0.2,282,0.63,2025-03-28 10:05:52,False,Medium,Perishable,0.0,Wind,Asia
ID_4804,1396,43.53,63.229645,-83.696305,17.171213,-6.94838,Medium,5000,50,1.0,Large Truck,120,1.54,Urban,1.0,124,0.46,2025-03-11 23:46:37,False,Medium,Perishable,0.0,Snow,North America
ID_4805,1379,46.59,-15.335875,-102.990839,59.605347,-16.050112,High,5000,50,1.0,Large Truck,116,1.29,Urban,1.0,227,0.98,2025-03-26 02:11:27,False,Medium,Fragile,0.0,Fog,Europe
ID_4806,1674,3.89,-87.326024,-127.965586,85.874267,97.048789,Medium,2000,20,0.5,Medium Truck,596,10.75,Rural,0.5,64,0.87,2025-03-11 04:31:55,False,Medium,Standard,0.0,Fog,North America
ID_4807,1774,4.48,-64.345236,-68.992415,-51.996639,42.391332,High,20000,150,0.15,Ship,231,5.37,Rural,0.15,143,0.91,2025-03-24 11:20:00,False,High,Standard,0.0,Fog,South America
ID_4808,1166,13.82,-21.03201,153.126596,-24.830062,-12.616833,High,20000,150,0.15,Ship,700,12.97,Rural,0.15,84,0.4,2025-03-19 06:52:40,True,High,Standard,0.0,Snow,Africa
ID_4809,1407,27.7,-12.279427,115.53114,39.119653,129.124887,Medium,20000,150,0.15,Ship,550,8.05,Rural,0.15,229,0.6,2025-03-26 00:50:20,True,Low,Perishable,42.4,Fog,Asia
ID_4810,1525,28.45,-68.911754,130.195811,-78.533607,176.856368,Low,500,5,0.2,Small Van,613,7.56,Highway,0.2,274,0.6,2025-04-02 17:58:52,False,Medium,Perishable,0.0,Rain,South America
ID_4811,932,27.23,-66.460654,18.249572,-16.840175,-64.906892,Low,2000,20,0.5,Medium Truck,889,9.47,Mountainous,0.5,96,0.29,2025-03-05 16:48:45,True,Medium,Perishable,0.0,Rain,Asia
ID_4812,346,13.39,-59.093317,-38.887197,18.267185,40.0377,High,20000,150,0.15,Ship,904,9.4,Intercontinental,0.15,269,0.54,2025-03-02 03:52:04,False,High,Standard,0.0,Clear,Asia
ID_4813,1098,31.39,-68.957386,-118.840187,-60.667974,-63.946779,Medium,20000,150,0.15,Ship,851,11.15,Intercontinental,0.15,55,0.39,2025-03-29 06:29:10,True,High,Standard,52.01,Snow,Africa
ID_4814,2475,47.33,-60.288738,91.793624,57.99169,176.069919,High,500,5,0.2,Small Van,644,11.52,Highway,0.2,166,0.4,2025-03-24 08:21:11,False,Medium,Fragile,30.01,Clear,Africa
ID_4815,582,5.57,-19.574575,7.390273,-56.278294,135.159913,High,500,5,0.2,Small Van,199,2.93,Intercontinental,0.2,68,0.21,2025-03-20 19:27:53,True,High,Standard,0.0,Wind,North America
ID_4816,2386,39.17,-42.511238,89.357996,-28.052519,166.471738,Medium,500,5,0.2,Small Van,423,4.72,Highway,0.2,269,0.81,2025-03-29 03:02:21,True,Low,Fragile,0.0,Snow,North America
ID_4817,455,14.08,-75.952513,-1.813682,54.594897,40.509244,Low,20000,150,0.15,Ship,415,5.93,Urban,0.15,232,0.45,2025-03-15 16:10:09,True,Medium,Perishable,0.0,Clear,Asia
ID_4818,1871,38.93,-21.529736,82.144796,-21.831483,-104.13808,High,500,5,0.2,Small Van,718,7.64,Intercontinental,0.2,57,0.69,2025-03-21 02:05:34,True,Low,Standard,0.0,Wind,North America
ID_4819,3000,9.65,-29.309072,-15.199297,43.321489,-7.025303,High,2000,20,0.5,Medium Truck,10,0.1,Highway,0.5,61,0.77,2025-03-16 18:21:14,False,Low,Perishable,0.0,Snow,Asia
ID_4820,2158,11.47,-10.406812,115.212237,15.124488,109.115432,Low,500,5,0.2,Small Van,437,5.35,Rural,0.2,286,0.59,2025-04-01 05:31:06,True,Low,Fragile,28.39,Rain,South America
ID_4821,1428,13.05,85.989473,133.166494,37.022621,-79.297824,High,500,5,0.2,Small Van,733,9.21,Intercontinental,0.2,170,0.88,2025-03-02 06:31:16,True,Medium,Standard,0.0,Clear,Europe
ID_4822,1868,8.35,37.945718,55.690161,-23.098855,124.806989,High,20000,150,0.15,Ship,714,8.96,Rural,0.15,223,0.65,2025-03-01 17:19:15,True,Medium,Perishable,0.0,Fog,North America
ID_4823,658,25.94,29.152665,25.309383,15.771667,67.613152,High,10000,80,1.5,Plane,671,7.61,Urban,1.5,53,0.36,2025-03-29 04:50:39,False,Medium,Fragile,0.0,Wind,South America
ID_4824,1721,48.41,-33.431282,31.525277,2.46269,45.586759,Low,20000,150,0.15,Ship,830,9.69,Intercontinental,0.15,213,0.93,2025-03-10 05:23:00,True,Low,Fragile,0.0,Wind,South America
ID_4825,1580,22.77,52.235571,139.150183,-69.811487,158.688036,Medium,500,5,0.2,Small Van,731,16.2,Intercontinental,0.2,220,0.93,2025-03-15 05:47:31,True,Medium,Standard,0.0,Clear,Asia
ID_4826,2619,23.93,-76.264783,-105.840935,26.324681,160.487662,Low,10000,80,1.5,Plane,85,1.19,Urban,1.5,92,0.69,2025-03-03 00:28:57,False,Low,Fragile,0.0,Clear,Europe
ID_4827,2935,25.33,38.102902,79.69693,39.868054,58.647475,Medium,500,5,0.2,Small Van,660,7.65,Mountainous,0.2,102,0.89,2025-03-13 01:47:43,False,Low,Perishable,0.0,Snow,North America
ID_4828,1401,4.97,77.558496,74.089688,-66.146497,9.262053,Low,500,5,0.2,Small Van,422,6.57,Urban,0.2,128,0.69,2025-03-14 17:48:02,True,Low,Fragile,0.0,Wind,Asia
ID_4829,1796,0.34,77.707004,160.092152,-52.703223,-8.38082,Medium,10000,80,1.5,Plane,69,0.71,Highway,1.5,210,0.67,2025-04-02 20:41:36,False,Low,Standard,0.0,Snow,North America
ID_4830,2898,7.71,-44.443799,150.110495,52.260946,18.348275,Low,20000,150,0.15,Ship,675,11.51,Intercontinental,0.15,297,0.57,2025-03-01 13:04:06,True,Medium,Standard,0.0,Wind,South America
ID_4831,2023,23.54,53.758911,138.421785,57.939096,-96.442685,Low,10000,80,1.5,Plane,989,18.38,Mountainous,1.5,220,0.39,2025-04-03 09:26:12,False,High,Standard,76.98,Snow,South America
ID_4832,755,33.42,-11.386032,2.63276,7.118655,-76.158429,Medium,2000,20,0.5,Medium Truck,803,19.57,Highway,0.5,294,0.94,2025-03-13 21:43:36,False,Medium,Standard,0.0,Snow,North America
ID_4833,200,40.61,-3.076864,-138.427597,48.55994,118.509745,High,5000,50,1.0,Large Truck,808,8.1,Urban,1.0,170,0.7,2025-03-05 21:35:14,True,Medium,Standard,33.35,Rain,Europe
ID_4834,1746,46.0,-60.449319,-62.652351,10.50704,-113.238051,High,20000,150,0.15,Ship,830,8.43,Highway,0.15,185,0.43,2025-03-10 11:53:29,False,High,Fragile,0.0,Rain,Europe
ID_4835,711,0.2,-1.870364,108.952536,-53.392912,-11.438988,Low,10000,80,1.5,Plane,776,18.51,Rural,1.5,262,0.42,2025-03-18 12:59:25,True,High,Perishable,57.68,Clear,South America
ID_4836,371,2.98,-12.92153,54.299241,-82.352198,-128.937446,Low,10000,80,1.5,Plane,701,8.05,Urban,1.5,85,0.96,2025-03-02 20:14:07,False,High,Perishable,0.0,Fog,Africa
ID_4837,1498,8.73,-45.03161,89.650945,-57.826684,-24.841672,High,2000,20,0.5,Medium Truck,591,11.5,Rural,0.5,211,0.23,2025-02-22 16:37:07,False,Low,Perishable,0.0,Clear,Europe
ID_4838,1659,1.55,2.870592,6.849193,26.248954,-133.565526,High,20000,150,0.15,Ship,29,0.3,Rural,0.15,124,0.69,2025-03-01 13:26:19,False,Low,Fragile,0.0,Wind,North America
ID_4839,914,9.45,-58.440455,-70.399327,69.790657,102.66643,High,500,5,0.2,Small Van,576,12.02,Mountainous,0.2,177,0.91,2025-04-01 19:49:07,True,Medium,Standard,0.0,Snow,Australia
ID_4840,2009,49.44,-74.190487,164.897495,77.240995,-152.711969,Medium,10000,80,1.5,Plane,126,1.89,Highway,1.5,266,0.45,2025-03-26 07:19:04,False,Medium,Perishable,80.66,Rain,Asia
ID_4841,1555,3.39,16.592251,-3.922697,8.163584,-155.811916,High,2000,20,0.5,Medium Truck,711,9.03,Rural,0.5,114,0.65,2025-04-02 14:14:21,False,Low,Fragile,0.0,Wind,Africa
ID_4842,414,49.96,13.899702,121.638924,-68.184992,-110.37223,High,5000,50,1.0,Large Truck,278,3.18,Mountainous,1.0,183,0.46,2025-03-20 11:07:50,False,Low,Fragile,0.0,Rain,Europe
ID_4843,1899,19.92,-38.386013,158.627169,28.15125,-33.195476,High,10000,80,1.5,Plane,316,3.79,Urban,1.5,51,0.87,2025-03-03 08:44:36,True,High,Standard,69.54,Rain,Australia
ID_4844,1876,11.47,24.347721,-118.849639,-81.805822,-34.018764,Low,2000,20,0.5,Medium Truck,439,6.96,Urban,0.5,104,0.96,2025-02-28 17:58:14,False,Medium,Standard,0.0,Snow,Europe
ID_4845,1535,47.59,-36.980167,-67.041977,-24.746199,-57.781203,High,20000,150,0.15,Ship,775,13.71,Rural,0.15,173,0.27,2025-03-09 22:21:42,False,Medium,Standard,0.0,Snow,Australia
ID_4846,2377,30.95,-3.435381,-155.792492,28.792291,103.506353,Medium,10000,80,1.5,Plane,709,7.53,Intercontinental,1.5,65,0.62,2025-04-04 09:03:03,True,Medium,Fragile,0.0,Wind,Europe
ID_4847,1502,21.47,-53.813438,171.274062,62.088913,123.398571,Medium,10000,80,1.5,Plane,130,1.62,Urban,1.5,190,0.25,2025-03-10 10:51:59,True,Low,Fragile,0.0,Rain,Asia
ID_4848,460,44.07,38.2437,35.051211,-21.057661,117.341123,High,5000,50,1.0,Large Truck,991,17.34,Rural,1.0,50,0.75,2025-03-11 13:35:26,True,Medium,Fragile,0.0,Snow,South America
ID_4849,1135,47.51,-32.759685,0.732227,-47.508172,147.666735,Medium,2000,20,0.5,Medium Truck,431,10.6,Intercontinental,0.5,276,0.39,2025-03-27 04:28:29,True,Medium,Fragile,0.0,Rain,Africa
ID_4850,2734,16.22,-40.339049,23.90148,47.462381,116.62588,Low,20000,150,0.15,Ship,742,8.16,Highway,0.15,141,0.53,2025-03-26 19:49:36,False,Low,Fragile,0.0,Rain,Asia
ID_4851,747,40.33,36.986756,-99.183009,34.322654,-75.867111,Medium,20000,150,0.15,Ship,521,6.7,Urban,0.15,172,0.61,2025-03-30 13:00:10,True,Low,Fragile,0.0,Fog,South America
ID_4852,1962,4.15,-75.690482,-151.851175,-2.859699,116.209158,Low,20000,150,0.15,Ship,165,2.63,Highway,0.15,166,0.57,2025-03-22 20:10:00,False,Low,Standard,44.76,Fog,Europe
ID_4853,150,3.54,70.720318,-144.791472,72.782894,-153.136486,Medium,2000,20,0.5,Medium Truck,81,1.1,Intercontinental,0.5,113,0.25,2025-03-29 17:30:23,False,High,Perishable,0.0,Rain,South America
ID_4854,1251,20.04,-54.626012,101.286633,65.964029,-135.400576,Low,10000,80,1.5,Plane,872,12.56,Mountainous,1.5,50,0.35,2025-03-25 08:53:34,False,High,Perishable,0.0,Fog,Australia
ID_4855,510,36.19,9.217942,87.195142,-86.910328,139.264274,Low,5000,50,1.0,Large Truck,259,5.41,Intercontinental,1.0,135,0.36,2025-02-27 04:21:47,False,Medium,Fragile,0.0,Rain,Africa
ID_4856,324,20.21,-41.768254,-169.9279,-26.717483,70.000169,High,500,5,0.2,Small Van,999,24.4,Urban,0.2,190,0.26,2025-02-28 17:09:54,True,Medium,Fragile,45.63,Rain,South America
ID_4857,297,8.34,35.085756,123.827747,-38.573763,45.237047,Medium,10000,80,1.5,Plane,642,11.72,Highway,1.5,140,0.87,2025-03-13 23:14:10,False,Medium,Perishable,45.82,Rain,Africa
ID_4858,2180,34.22,57.040932,16.881756,69.054165,139.816839,Medium,5000,50,1.0,Large Truck,251,4.34,Mountainous,1.0,260,0.41,2025-03-18 03:39:37,True,Low,Fragile,0.0,Rain,North America
ID_4859,1371,49.99,-83.72162,57.549656,76.299498,73.049746,High,10000,80,1.5,Plane,190,2.03,Highway,1.5,199,0.6,2025-04-05 08:19:30,False,Medium,Fragile,0.0,Wind,Africa
ID_4860,2206,0.59,-42.746756,114.158668,74.953489,-83.986873,Medium,500,5,0.2,Small Van,139,1.49,Highway,0.2,239,0.62,2025-03-05 06:19:15,False,Low,Fragile,0.0,Wind,Australia
ID_4861,1204,27.25,-48.185655,66.113626,68.80369,-108.771804,Low,5000,50,1.0,Large Truck,642,8.21,Highway,1.0,201,0.34,2025-03-08 05:27:35,False,High,Perishable,0.0,Rain,North America
ID_4862,1850,22.26,-86.813469,-96.250082,-22.744376,49.197871,Medium,500,5,0.2,Small Van,562,12.94,Urban,0.2,221,0.67,2025-03-06 01:26:01,False,High,Standard,0.0,Fog,Europe
ID_4863,1930,22.0,-22.198784,-56.560032,47.829604,-30.36852,High,10000,80,1.5,Plane,176,1.83,Intercontinental,1.5,284,0.94,2025-03-19 13:40:21,True,Low,Fragile,45.85,Snow,Africa
ID_4864,2938,41.43,48.296285,-118.203277,49.130691,-166.021646,High,10000,80,1.5,Plane,623,6.59,Intercontinental,1.5,92,0.97,2025-03-25 09:00:37,False,High,Standard,0.0,Clear,South America
ID_4865,2987,33.2,-7.531801,7.444124,-73.438636,10.73587,Low,2000,20,0.5,Medium Truck,725,13.85,Intercontinental,0.5,87,0.97,2025-03-14 00:11:09,True,Medium,Perishable,0.0,Fog,Asia
ID_4866,1277,9.66,20.308756,141.124812,-6.76229,-159.254013,Low,20000,150,0.15,Ship,657,8.83,Rural,0.15,108,0.61,2025-03-27 03:04:16,True,High,Standard,0.0,Clear,Europe
ID_4867,2305,39.44,56.161522,-95.876895,76.702376,4.369039,Low,500,5,0.2,Small Van,435,8.43,Urban,0.2,142,0.71,2025-03-18 17:23:52,True,Low,Perishable,0.0,Rain,North America
ID_4868,1111,1.67,64.02355,174.207556,11.257986,-115.804176,High,20000,150,0.15,Ship,71,1.05,Rural,0.15,263,0.83,2025-04-05 08:57:54,False,Medium,Fragile,79.07,Rain,Europe
ID_4869,1791,32.8,-45.391386,-156.351727,-4.968406,-120.129049,High,20000,150,0.15,Ship,725,8.81,Intercontinental,0.15,133,0.3,2025-03-01 05:10:07,False,High,Perishable,0.0,Wind,Asia
ID_4870,2497,10.03,11.539336,18.550104,-4.207088,150.372247,Medium,500,5,0.2,Small Van,938,12.54,Mountainous,0.2,205,0.88,2025-03-18 04:20:53,True,Low,Perishable,0.0,Fog,Europe
ID_4871,2042,43.86,-42.306346,101.599913,76.211632,-137.359882,Low,5000,50,1.0,Large Truck,181,2.4,Mountainous,1.0,241,0.83,2025-03-26 12:26:29,False,Low,Perishable,0.0,Wind,Australia
ID_4872,1673,36.06,-3.059871,-151.213461,54.080157,-115.59225,Medium,20000,150,0.15,Ship,935,10.92,Rural,0.15,297,0.85,2025-03-23 07:45:13,True,High,Standard,0.0,Snow,North America
ID_4873,934,36.55,-36.93033,-126.695035,73.429106,32.04952,High,5000,50,1.0,Large Truck,331,3.72,Mountainous,1.0,219,0.37,2025-04-05 07:54:37,False,Medium,Perishable,86.4,Fog,Asia
ID_4874,1239,7.38,69.603168,12.524917,-22.000317,109.698069,Medium,500,5,0.2,Small Van,126,1.28,Rural,0.2,162,0.23,2025-02-25 17:34:25,False,Medium,Standard,25.73,Rain,Europe
ID_4875,11,29.48,-83.25153,171.909062,-73.774516,-9.623918,Medium,2000,20,0.5,Medium Truck,240,4.03,Intercontinental,0.5,147,0.76,2025-03-20 00:52:27,False,Low,Fragile,0.0,Fog,Australia
ID_4876,1407,27.79,11.089914,54.639562,34.582092,168.645996,Low,500,5,0.2,Small Van,838,9.74,Rural,0.2,224,0.36,2025-03-14 03:15:03,True,Low,Perishable,0.0,Clear,Africa
ID_4877,284,33.84,57.528398,-18.501038,-66.874177,140.380865,High,10000,80,1.5,Plane,851,9.12,Mountainous,1.5,251,0.76,2025-03-22 20:47:02,False,Medium,Standard,0.0,Clear,South America
ID_4878,2480,46.7,29.094661,165.401307,-66.142427,174.418307,Low,10000,80,1.5,Plane,823,9.84,Intercontinental,1.5,150,0.66,2025-03-25 05:12:02,False,High,Perishable,0.0,Wind,Africa
ID_4879,1098,18.55,87.208147,103.846287,-59.520857,-111.154371,Medium,20000,150,0.15,Ship,106,1.14,Urban,0.15,52,0.47,2025-03-09 22:24:23,True,High,Standard,0.0,Fog,North America
ID_4880,983,24.61,-10.984278,-93.039473,-57.054723,-53.373954,Low,500,5,0.2,Small Van,740,11.79,Rural,0.2,87,0.9,2025-03-11 09:18:51,False,Low,Perishable,0.0,Rain,North America
ID_4881,478,6.04,56.703217,104.957612,18.74038,-101.420222,Low,2000,20,0.5,Medium Truck,499,11.41,Mountainous,0.5,230,0.75,2025-04-02 08:23:18,True,Low,Perishable,42.08,Fog,South America
ID_4882,1331,4.96,-84.782032,2.823559,-34.036389,-147.173502,Medium,5000,50,1.0,Large Truck,203,4.71,Intercontinental,1.0,226,0.4,2025-03-04 06:00:59,False,High,Standard,0.0,Snow,South America
ID_4883,592,26.83,-66.35355,163.730128,4.998161,-159.244832,Medium,20000,150,0.15,Ship,42,0.73,Intercontinental,0.15,176,0.4,2025-02-23 08:10:38,False,Low,Fragile,0.0,Snow,North America
ID_4884,804,20.14,57.719389,148.567159,-89.66797,-26.908509,Low,2000,20,0.5,Medium Truck,380,5.2,Rural,0.5,65,0.99,2025-03-06 05:37:23,False,Low,Standard,83.24,Rain,South America
ID_4885,1175,2.92,79.737793,136.032721,42.961896,46.96543,Medium,20000,150,0.15,Ship,511,8.93,Urban,0.15,296,0.54,2025-03-24 22:29:20,False,High,Standard,52.31,Wind,Australia
ID_4886,2444,22.6,-16.127481,-77.991296,-48.467554,73.090199,Medium,5000,50,1.0,Large Truck,28,0.38,Mountainous,1.0,175,0.74,2025-02-23 16:24:13,False,Low,Fragile,0.0,Fog,Africa
ID_4887,751,14.26,-34.689422,45.103614,21.238921,78.522806,Low,500,5,0.2,Small Van,27,0.39,Highway,0.2,248,0.92,2025-03-20 16:08:04,False,High,Perishable,0.0,Rain,South America
ID_4888,29,47.8,71.082741,96.496246,-12.288865,80.237284,Low,2000,20,0.5,Medium Truck,810,16.91,Intercontinental,0.5,263,0.36,2025-03-16 16:41:51,True,Medium,Perishable,0.0,Fog,Europe
ID_4889,1932,4.09,12.19389,-91.7808,-18.45752,171.711686,Low,20000,150,0.15,Ship,706,8.98,Intercontinental,0.15,183,0.75,2025-03-28 23:06:53,True,Low,Fragile,65.35,Fog,Asia
ID_4890,2018,42.92,76.975449,-167.650966,56.615866,-81.638016,High,2000,20,0.5,Medium Truck,997,24.13,Intercontinental,0.5,279,0.45,2025-03-12 11:12:17,False,Low,Fragile,0.0,Snow,Europe
ID_4891,340,24.4,8.586837,-159.313949,16.86478,-165.207826,Low,2000,20,0.5,Medium Truck,505,6.2,Intercontinental,0.5,56,0.75,2025-03-19 09:17:30,True,High,Fragile,0.0,Clear,North America
ID_4892,2666,48.24,-10.999855,149.61426,-34.6505,133.919769,Low,20000,150,0.15,Ship,792,17.37,Rural,0.15,210,0.88,2025-03-19 11:39:13,False,Low,Fragile,0.0,Rain,Asia
